,,,,,,,,,,,,,,,,,,,,,,,,,
"*** Query Name:Query 1 ***

    Start Date : 10/1/2016 12:00:00 AM
30007347,MOTOR VEHICLE ACCIDENT,MOTOR VEHICLE ACCIDENT (MVA),11/20/2016 4:13:58 PM,,SILVERSTREAM ROAD,CAPE FARMS - DISTRICT B,Special Service,,,,,,,,,,,,,,,,,,North
30007348,OTHER FIRE,"OTHER FIRE - RUBBISH, GRASS AND BUSH",11/20/2016 4:22:07 PM,,SPINE ROAD,KHAYELITSHA,,,,,,,,,,,,,,,,,,,
30007349,OTHER FIRE,"OTHER FIRE - RUBBISH, GRASS AND BUSH",11/20/2016 4:28:37 PM,,RANUNCULUS STREET,KALKSTEENFONTEIN,Fire manually extinguished,,20 - 25 Deg,Moderate,Overcast,,5 - 10 min,,,"1,200",,,0,0,,,S.A RAIL COMMUTER CORPORATION LTD AND CITY OF CAPE TOWN,,North
30007350,OTHER FIRE,"OTHER FIRE - RUBBISH, GRASS AND BUSH",11/20/2016 5:14:01 PM,,EIGTHEENTH AVENUE,PELIKAN PARK,False Alarm - Good Intent,,,,,,,,,,,,0,0,,,,,West
30007351,OTHER FIRE,"OTHER FIRE - RUBBISH, GRASS AND BUSH",11/20/2016 5:19:34 PM,,REYGERSDAL AVENUE,WESFLEUR,Fire manually extinguished,,25 - 30 Deg,Moderate,Clear,,25 - 30 min,Bush Tanker,625Kpa 19mm Nozzle,"2,000",,,,,,,CITY OF CAPE TOWN CIVIC CENTRE 12 HERTZOG BOULEVARD CAPE TOWN 80001,,North
30007352,OTHER FIRE,"OTHER FIRE - RUBBISH, GRASS AND BUSH",11/20/2016 2:58:28 PM,,POTSDAM ROAD,RACING PARK,Fire manually extinguished,,25 - 30 Deg,Moderate,Clear,Nil,15 - 20 min,Skid Unit,,500,,,,,,,milnerton estates ltd,vacant ground,North
30007353,RESIDENTIAL FIRE,RESIDENTIAL FIRE - INFORMAL,11/20/2016 3:00:44 PM,,ROBERT SOBUKWE ROAD,CAPE TOWN AIRPORT,Fire manually extinguished,,20 - 25 Deg,Light Breeze,Fine,,10 - 15 min,Skid Unit,625Kpa 13mm Nozzle,0,,,,,,,MAWUSHENI NGUBELA,,North
30007353,RESIDENTIAL FIRE,RESIDENTIAL FIRE - INFORMAL,11/20/2016 3:00:44 PM,,ROBERT SOBUKWE ROAD,CAPE TOWN AIRPORT,Fire manually extinguished,,20 - 25 Deg,Light Breeze,Fine,,15 - 20 min,,625Kpa 19mm Nozzle,0,,,,,,,MAWUSHENI NGUBELA,,North
30007354,OTHER FIRE,"OTHER FIRE - RUBBISH, GRASS AND BUSH",11/20/2016 3:12:54 PM,,WIMBLEDON ROAD,BLACKHEATH INDUSTRIA,Fire manually extinguished,,25 - 30 Deg,Moderate,Overcast,none,5 - 10 min,Skid Unit,,300,,area of vegetation was destroyed in the fire,0,0,,,Gemmenskaps Ontwikkelings Raad,vacant ground,East
30007354,OTHER FIRE,"OTHER FIRE - RUBBISH, GRASS AND BUSH",11/20/2016 3:12:54 PM,,WIMBLEDON ROAD,BLACKHEATH INDUSTRIA,Fire manually extinguished,,25 - 30 Deg,Moderate,Overcast,none,5 - 10 min,,,"1,000",,area of vegetation was destroyed in the fire,0,0,,,Gemmenskaps Ontwikkelings Raad,vacant ground,East
30007355,OTHER FIRE,"OTHER FIRE - RUBBISH, GRASS AND BUSH",11/20/2016 3:26:01 PM,,SIR DAVID BAIRD DRIVE,BIG BAY,False Alarm - Good Intent,,,,,,,,,,,,0,0,,,,,West
30007356,OTHER FIRE,"OTHER FIRE - RUBBISH, GRASS AND BUSH",11/20/2016 3:57:56 PM,,BROADWAY BOULEVARD,STRAND,Fire manually extinguished,,20 - 25 Deg,Moderate,Overcast,Nil,20 - 25 min,,625Kpa 13mm Nozzle,"2,000",,,0,0,,,City of Cape Town,,East
30007357,MOTOR VEHICLE ACCIDENT,PEDESTRIAN VEHICLE ACCIDENT (PVA ),11/20/2016 4:03:23 PM,,VAN RIEBEECK ROAD,ZEVENWACHT MALL,Special Service - False Good Intent,,,,,,,,,,,,,,,,,,East
30007358,RESIDENTIAL FIRE,RESIDENTIAL FIRE - FORMAL,11/20/2016 4:06:22 PM,,HUGUENOT DRIVE,BELHAR EXT 11,Fire manually extinguished,,25 - 30 Deg,Moderate,Fine,Community busy with garden hoses.,5 - 10 min,,,0,," Wood and iron:Entire structure severe by fire ,heat, smoke and water.
Main dwelling: window, walls and door severe by fire, heat, smoke and water.","5,000","3,000",,,Mrs. Janette Koks,Mrs. Johanna Owies,East
30007358,RESIDENTIAL FIRE,RESIDENTIAL FIRE - FORMAL,11/20/2016 4:06:22 PM,,HUGUENOT DRIVE,BELHAR EXT 11,Fire manually extinguished,,25 - 30 Deg,Moderate,Fine,Community busy with garden hoses.,,,,0,," Wood and iron:Entire structure severe by fire ,heat, smoke and water.
Main dwelling: window, walls and door severe by fire, heat, smoke and water.","5,000","3,000",,,Mrs. Janette Koks,Mrs. Johanna Owies,East
30007359,OTHER FIRE,"OTHER FIRE - RUBBISH, GRASS AND BUSH",11/20/2016 4:27:10 PM,13,RUE AMAZON STREET,MALIBU VILLAGE,Fire manually extinguished,,25 - 30 Deg,Light Breeze,Clear,,5 - 10 min,,,"1,200",,,0,0,,,Provincial Government,,West
30007360,MOTOR VEHICLE ACCIDENT,PEDESTRIAN VEHICLE ACCIDENT (PVA ),11/20/2016 4:49:24 PM,,BADEN POWELL DRIVE,ENKANINI INFORMAL SETTLEMENT,Special Service,,,,,"Metro Ambulance 58 on scene.
",,,,,,,,,,,,,East
30007361,OTHER FIRE,"OTHER FIRE - RUBBISH, GRASS AND BUSH",11/20/2016 5:00:15 PM,,SYDNEY STREET,ZONNEBLOEM,Fire manually extinguished,,,,,,10 - 15 min,,,"1,800",,,0,0,,,,,West
30007362,OTHER FIRE,"OTHER FIRE - RUBBISH, GRASS AND BUSH",11/20/2016 5:05:57 PM,,N2,MACASSAR,Fire manually extinguished,,20 - 25 Deg,Light Breeze,Fine,,25 - 30 min,,625Kpa 13mm Nozzle,"4,200",,,0,0,,,City Of Cape Town,,East
30007363,OTHER FIRE,"OTHER FIRE - RUBBISH, GRASS AND BUSH",11/20/2016 5:12:28 PM,,FISHERMANS 531,LOTUS RIVER,Fire manually extinguished,,20 - 25 Deg,Light Breeze,Overcast,,5 - 10 min,,625Kpa 19mm Nozzle,"1,200",,,0,0,,,City of Cape Town,,West
30007364,MOTOR VEHICLE ACCIDENT,PEDESTRIAN VEHICLE ACCIDENT (PVA ),11/20/2016 5:14:11 PM,,JACKSON MASALA STREET,BLOEKOMBOS,Special Service,,,,,,,,,,,,,,,,,,North
30007365,MOTOR VEHICLE ACCIDENT,MOTOR VEHICLE ACCIDENT (MVA),11/20/2016 5:17:09 PM,,N2,STELLENBOSCH FARMS,Special Service,,,,,"SAPS,Traffic & Immediate Ambulance service on scene",,,,,,,,,,,,,East
30007366,OTHER FIRE,"OTHER FIRE - RUBBISH, GRASS AND BUSH",11/20/2016 5:22:44 PM,,SPINE ROAD,MITCHELLS PLAIN,Fire manually extinguished,,20 - 25 Deg,Light Breeze,Fine,,5 - 10 min,Bush Tanker,625Kpa 13mm Nozzle,"1,200",,,0,0,,,CITY OF CAPE TOWN LIS KEY:152367,,East
30007367,RESIDENTIAL FIRE,RESIDENTIAL FIRE - INFORMAL,11/20/2016 5:26:37 PM,30637,MAGQAZA STREET,NOMZAMO,Fire manually extinguished,,15 - 20 Deg,Moderate,Overcast,Fire was extinguished by members of the public with a garden hose.,,,,,,"Entire dwelling severe by fire, heat, smoke and water.","10,000","7,000",,,Mr. Elsie Moses Philander,Mrs. Joline Philander,East
30007368,OTHER FIRE,"OTHER FIRE - RUBBISH, GRASS AND BUSH",11/20/2016 5:33:50 PM,,DASSENBERG STREET,WESFLEUR,Fire manually extinguished,,20 - 25 Deg,Light Breeze,Clear,,5 - 10 min,,,"1,200",,,0,0,,,City of Cape Town,,North
30007369,TRAUMA EMERGENCY - ASSAULT,TRAUMA - ASSAULT - PHYSICAL,11/20/2016 5:34:15 PM,849,DE LEEUW STREET,BELLVILLE SOUTH,Special Service,,,,,Metro ambulance 51 in attendance.,,,,,,,,,,,,,North
30007370,OTHER FIRE,"OTHER FIRE - RUBBISH, GRASS AND BUSH",11/20/2016 5:54:29 PM,,PARADISE ROAD,NEWLANDS,False Alarm - Good Intent,,,,,,,,,,,,0,0,,,,,West
30007371,MOTOR VEHICLE ACCIDENT,PEDESTRIAN VEHICLE ACCIDENT (PVA ),11/20/2016 6:36:27 PM,,SERCOR DRIVE,BROADLANDS PARK,Special Service,,,,,Metro ambulance 169 already loaded patient into ambulance and were on their way to hospital.,,,,,,,,,,,,,East
30007372,OTHER FIRE,"OTHER FIRE - RUBBISH, GRASS AND BUSH",11/20/2016 5:33:21 PM,,BROADWAY AVENUE,WESTGATE,False Alarm - Good Intent,,,,,,,,,,,,0,0,,,,,East
30007373,OTHER FIRE,"OTHER FIRE - RUBBISH, GRASS AND BUSH",11/20/2016 6:16:33 PM,,BENTLEY CRESCENT,BLUE DOWNS CBD,Fire manually extinguished,,25 - 30 Deg,Light Breeze,Clear,,25 - 30 min,,,"3,600",,,0,0,,,City of Cape Town,,West
30007374,OTHER FIRE,"OTHER FIRE - RUBBISH, GRASS AND BUSH",11/20/2016 6:33:46 PM,,DRAKENSTEIN ROAD,GREENFIELDS,Fire manually extinguished,,20 - 25 Deg,Moderate,Overcast,none,10 - 15 min,,,"1,000",,,0,0,,,Consolidated Aone Trade and Invest 7 (Proprietary)Limited,vacant erf,East
30007375,MOTOR VEHICLE ACCIDENT,MOTOR VEHICLE ACCIDENT (MVA),11/21/2016 8:08:26 AM,,FRANS CONRADIE DRIVE,GOODWOOD ESTATE,Special Service,,,,,Road way was cleared by the driver,,,,,,,0,0,,,,,North
30007376,TRAIN INCIDENT,TRAIN INCIDENT - PASSENGER / PEDESTRIAN RELATED,11/21/2016 8:16:27 AM,,MICHAEL STREET,NOMZAMO,Special Service,,,,,,,,,,,,,,,,,,East
30007377,MOTOR VEHICLE ACCIDENT,MOTOR VEHICLE ACCIDENT (MVA),11/21/2016 8:29:33 AM,,TYGERBERG ROAD,CAPE FARMS - DISTRICT C,Special Service,,,,,,,,,,,,,,,,,,North
30007378,OTHER FIRE,"OTHER FIRE - RUBBISH, GRASS AND BUSH",11/21/2016 10:14:21 AM,,HASSAN KHAN AVENUE,STRAND,Fire manually extinguished,,15 - 20 Deg,,Fine,,0 - 5 min,,625Kpa 13mm Nozzle,600,,,0,0,,,City of Cape TOWN,,East
30007379,OTHER FIRE,"OTHER FIRE - RUBBISH, GRASS AND BUSH",11/21/2016 10:14:40 AM,,304,WITSAND,Fire manually extinguished,,25 - 30 Deg,Light Breeze,Clear,Nil,,,,,,,0,0,,,JURGEN SCHUBERT,,North
30007380,OTHER FIRE,"OTHER FIRE - RUBBISH, GRASS AND BUSH",11/21/2016 11:18:50 AM,75,DON ROAD,BISHOP LAVIS,Fire manually extinguished,,25 - 30 Deg,Light Breeze,Clear,,25 - 30 min,,625Kpa 13mm Nozzle,"1,000",,,0,0,,,S.A SPOORPENDELKORPORASIE,,East
30007381,OTHER FIRE,"OTHER FIRE - RUBBISH, GRASS AND BUSH",11/21/2016 11:23:48 AM,,HASSAN KHAN AVENUE,STRAND,Fire manually extinguished,,15 - 20 Deg,,Fine,,0 - 5 min,,625Kpa 13mm Nozzle,600,,,0,0,,,City of Cape Town,,East
30007382,GAS HAZMAT,HAZMAT EMERGENCY - GAS LEAKS,11/20/2016 7:26:17 PM,,DINGLE ROAD,TOWNSEND ESTATE,Special Service,,,,,,,,,0,,,0,0,,,,,North
30007383,MOTOR VEHICLE ACCIDENT,MOTOR VEHICLE ACCIDENT (MVA),11/20/2016 7:49:58 PM,,BELHAR  ROAD,BELHAR,Special Service,,,,,Medlife ambulance on scene.,,,,,,,0,0,,,,,East
30007384,VEHICLE MOVEMENT,OPERATIONAL STANDBY,11/20/2016 7:57:21 PM,,,Stellenbosch,,,,,,,,,,,,,,,,,,,East
30007385,OTHER FIRE,"OTHER FIRE - RUBBISH, GRASS AND BUSH",11/20/2016 8:08:43 PM,,EMMS ROAD,MATROOSFONTEIN,Fire manually extinguished,,20 - 25 Deg,Moderate,Overcast,,0 - 5 min,,,600,,,0,0,,,SUID AFRIKAANSE SPOORPENDELKORPORASIE LT,,North
30007386,OTHER FIRE,"OTHER FIRE - RUBBISH, GRASS AND BUSH",11/20/2016 8:10:39 PM,,SONATA DRIVE,BELHAR EXT 7,Fire manually extinguished,,,,,Resident extinguished fire,,,,,,,,,,,,,East
30007387,OTHER FIRE,"OTHER FIRE - RUBBISH, GRASS AND BUSH",11/20/2016 8:26:43 PM,2,THAMBO STREET,WITSAND,Fire manually extinguished,,15 - 20 Deg,Light Breeze,Fine,,20 - 25 min,Bush Tanker,625Kpa 19mm Nozzle,800,,,,,,,ATLANTIS SHOPPING CENTRE 5ESSO ROAD MONTAQUE GARDENS 7441 VACANT RESIDENTIAL,,North
30007387,OTHER FIRE,"OTHER FIRE - RUBBISH, GRASS AND BUSH",11/20/2016 8:26:43 PM,2,THAMBO STREET,WITSAND,Fire manually extinguished,,15 - 20 Deg,Light Breeze,Fine,,20 - 25 min,,625Kpa 19mm Nozzle,"1,200",,,,,,,ATLANTIS SHOPPING CENTRE 5ESSO ROAD MONTAQUE GARDENS 7441 VACANT RESIDENTIAL,,North
30007388,TRAUMA EMERGENCY - ASSAULT,TRAUMA - ASSAULT - PHYSICAL,11/20/2016 8:28:36 PM,,ATLANTIC SKIPPER STREET,HOUT BAY,Special Service,,,,,,,,,,,,,,,,,,West
30007389,MOTOR VEHICLE ACCIDENT,PEDESTRIAN VEHICLE ACCIDENT (PVA ),11/20/2016 8:29:12 PM,,DARLING STREET,CAPE TOWN CITY CENTRE,Special Service,,,,,,,,,,,,,,,,,,West
30007390,OTHER FIRE,"OTHER FIRE - RUBBISH, GRASS AND BUSH",11/20/2016 9:11:39 PM,,RAYMOND ACKERMAN AVENUE,ROSEDALE,Fire manually extinguished,,20 - 25 Deg,Moderate,Overcast,NONE,15 - 20 min,,,"2,000",,,0,0,,,SA SPOORPENDELKORPORASIE LTD,VACANT ERF,East
30007391,MOTOR VEHICLE ACCIDENT,PEDESTRIAN VEHICLE ACCIDENT (PVA ),11/20/2016 9:13:05 PM,,304,WITSAND,Special Service,,,,,,,,,,,,,,,,,,North
30007392,OTHER FIRE,"OTHER FIRE - RUBBISH, GRASS AND BUSH",11/20/2016 9:22:00 PM,,FREDERICK STREET,GAYLEE,Fire manually extinguished,,25 - 30 Deg,Light Breeze,Clear,,,,,0,,,0,0,,,City of Cape Town,,West
30007393,TRAUMA EMERGENCY - ASSAULT,TRAUMA - ASSAULT - PHYSICAL,11/20/2016 9:28:48 PM,,,,Special Service,,,,,,,,,,,,,,,,,,East
30007394,OTHER FIRE,OTHER FIRE - MISCELLANEOUS FIRES,11/20/2016 9:30:29 PM,,WALTER SISULU ROAD,GRACELAND,,,,,,,,,,,,,,,,,,,
30007395,TRAUMA EMERGENCY - BURNS,TRAUMA - BURNS AND CORROSIVES,11/20/2016 9:35:35 PM,23,SEA COTTAGE CRESCENT,MILNERTON,Special Service,,,,,1 X MINOR MALE - HOT WATER DROPPED ONTO ARM,,,,,,,,,,,,,North
30007396,OTHER FIRE,"OTHER FIRE - RUBBISH, GRASS AND BUSH",11/20/2016 9:45:15 PM,,CENTRAL DRIVE EAST ROAD,GLENHAVEN,Fire manually extinguished,,15 - 20 Deg,Light Breeze,Fine,,20 - 25 min,,625Kpa 19mm Nozzle,"2,500",,,,,,,S.A.Spoorpendelkorporasie P.O.Box 1039 Kaapstad 8000,,North
30007397,TRAUMA EMERGENCY - SELF HARM,TRAUMA - SELF HARM - WEAPON (GUNSHOT),11/20/2016 9:46:38 PM,,16TH AVENUE,LEONSDALE,Special Service,,,,,"South African Police services and metro personnel on scene rendering medical assistance and loaded patients.
Patients transported to Tygerberg Hospital",,,,,,,,,,,,,North
30007398,OTHER FIRE,"OTHER FIRE - RUBBISH, GRASS AND BUSH",11/20/2016 9:50:29 PM,,SIR LOWRY'S ROAD,STELLENBOSCH FARMS,False Alarm - Malicious,,,,,No sign of any smoke or fire.,,,,,,,0,0,,,,,East
30007399,OTHER FIRE,OTHER FIRE - MISCELLANEOUS FIRES,11/20/2016 9:53:55 PM,21,ASSEGAAI AVENUE,THORNTON,Fire manually extinguished,,10 - 15 Deg,Light Breeze,Clear,Residents extinguished fire with garden hose prior arrival of Brigade.,,,,0,,,"9,000",0,,,Lyndsay How,,North
30007400,OTHER FIRE,"OTHER FIRE - RUBBISH, GRASS AND BUSH",11/20/2016 10:00:37 PM,,BLOEMBOSCH STREET,CAPE FARMS - DISTRICT B,,,,,,,,,,,,,,,,,,,
30007401,OTHER FIRE,"OTHER FIRE - RUBBISH, GRASS AND BUSH",11/20/2016 10:03:03 PM,,LUKASRAND ROAD,BEACON HILL,Fire manually extinguished,,15 - 20 Deg,Light Breeze,Clear,Fire burned itself out.,,,,,,,,,,,City of Cape Town,,North
30007402,OTHER FIRE,"OTHER FIRE - RUBBISH, GRASS AND BUSH",11/20/2016 10:14:35 PM,,METEREN CRESCENT,DENNEMERE,Fire manually extinguished,,20 - 25 Deg,Light Breeze,Clear,,0 - 5 min,,,600,,,0,0,,,Garden Cities,,West
30007403,OTHER FIRE,"OTHER FIRE - RUBBISH, GRASS AND BUSH",11/20/2016 10:26:36 PM,5,BLOEKOM AVENUE,FOREST HEIGHTS,Fire manually extinguished,,15 - 20 Deg,Light Breeze,Clear,,25 - 30 min,,,"3,600",,,0,0,,,Department of Transport and Public Works,,West
30007404,OTHER FIRE,"OTHER FIRE - RUBBISH, GRASS AND BUSH",11/20/2016 10:33:18 PM,,SHELLEY ROAD,SALT RIVER,Fire manually extinguished,,15 - 20 Deg,Moderate,Clear,,0 - 5 min,,625Kpa 13mm Nozzle,600,,,0,0,,,City of Cape Town,,West
30007405,RESIDENTIAL FIRE,RESIDENTIAL FIRE - INFORMAL,11/20/2016 10:39:01 PM,,THAKUDI ROAD,WALLACEDENE,,,,,,,,,,,,,,,,,,,
30007406,OTHER FIRE,"OTHER FIRE - RUBBISH, GRASS AND BUSH",11/20/2016 10:46:01 PM,15,MC BEUKES STREET,PAROW INDUSTRIA,Fire - automatically extinguished,,15 - 20 Deg,Light Breeze,Fine,Fire burnt itself out,,,,,,,,,,,,,East
30007407,TRANSPORT FIRE,"TRANSPORT FIRE - CARS, MOTORCYCLE",11/20/2016 10:50:56 PM,,HAZELDENE DRIVE,SCOTTSDENE,Fire manually extinguished,,,,,Fire extinguished before arrival by bystanders with sand,,,,,,,,,,,Unknown,Unknown,North
30007408,OTHER FIRE,"OTHER FIRE - RUBBISH, GRASS AND BUSH",11/20/2016 10:59:22 PM,,RAILWAY STREET,PEERLESS PARK EAST,Fire - automatically extinguished,,,,,Fire burnt itself out,,,,,,,,,,,,,North
30007409,TRAUMA EMERGENCY - ASSAULT,TRAUMA - ASSAULT - PHYSICAL,11/20/2016 11:11:53 PM,,HOUT BAY MAIN ROAD,HOUT BAY,Special Service,,,,,,,,,,,,,,,,,,West
30007410,INSTITUTIONAL FIRE,INSTITUTIONAL FIRE - EDUCATIONAL ESTABLISHMENTS,11/20/2016 11:50:37 PM,32,KEIZERSGRACHT ROAD,ZONNEBLOEM,Fire manually extinguished,,10 - 15 Deg,Light Breeze,Fine,"students protesting, Saps advised us to enter with escort only.
",15 - 20 min,,,"2,400",,"building at rear - ceiling , walls,windows,doors and floor slight by fire ,heat,smoke and water.","5,000","10,000",,,CPUT,,West
30007410,INSTITUTIONAL FIRE,INSTITUTIONAL FIRE - EDUCATIONAL ESTABLISHMENTS,11/20/2016 11:50:37 PM,32,KEIZERSGRACHT ROAD,ZONNEBLOEM,Fire manually extinguished,,10 - 15 Deg,Light Breeze,Fine,"students protesting, Saps advised us to enter with escort only.
",,,,0,,"building at rear - ceiling , walls,windows,doors and floor slight by fire ,heat,smoke and water.","5,000","10,000",,,CPUT,,West
30007411,TRAUMA EMERGENCY - ASSAULT,TRAUMA - ASSAULT - PHYSICAL,11/20/2016 11:57:25 PM,23,SEA COTTAGE CRESCENT,MILNERTON,Special Service,,,,,nil,,,,,,,,,,,,,North
30007412,OTHER FIRE,"OTHER FIRE - RUBBISH, GRASS AND BUSH",11/21/2016 12:15:25 AM,,MAIN ROAD,FAURE,Fire manually extinguished,,15 - 20 Deg,Light Breeze,Fine,,25 - 30 min,,625Kpa 13mm Nozzle,"6,600",,,0,0,,,The Head of Department,,East
30007413,OTHER FIRE,"OTHER FIRE - RUBBISH, GRASS AND BUSH",11/21/2016 2:20:58 AM,23,BRIGHTON ROAD,NEW MACASSAR,Fire manually extinguished,,15 - 20 Deg,,Fine,,0 - 5 min,,625Kpa 13mm Nozzle,600,,,0,0,,,City Of Cape Town,,East
30007414,OTHER FIRE,"OTHER FIRE - RUBBISH, GRASS AND BUSH",11/21/2016 3:06:06 AM,,BUITENGRACHT STREET,CAPE TOWN CITY CENTRE,,,,,,,,,,,,,,,,,,,
30007415,OTHER FIRE,"OTHER FIRE - RUBBISH, GRASS AND BUSH",11/21/2016 3:40:43 AM,,CLOETE ROAD,PAROW,Fire manually extinguished,,20 - 25 Deg,Light Breeze,Clear,,,,,0,,,0,0,,,S.A. Spoorpendelkorporasie,,North
30007416,RESIDENTIAL FIRE,RESIDENTIAL FIRE - INFORMAL,11/21/2016 4:15:20 AM,45,SIXTEENTH AVENUE,FLORIDA,Fire manually extinguished,,20 - 25 Deg,Light Breeze,Fine,Extinguished by residents,,,,,,,,,,,,,North
30007417,OTHER FIRE,"OTHER FIRE - RUBBISH, GRASS AND BUSH",11/21/2016 4:20:09 AM,1,JAKES GERWEL STREET,WILDWOOD,Fire manually extinguished,,0 - 10 Deg,Light Breeze,Fine,,,,,,,a small quantity of rubbish burned,0,0,,,logoprops 47 pty ltd,,East
30007418,OTHER FIRE,OTHER FIRE - MISCELLANEOUS FIRES,11/21/2016 4:36:39 AM,,ADDERLEY STREET,FORESHORE,Fire manually extinguished,,10 - 15 Deg,Moderate,Fine,,0 - 5 min,,,600,,,0,0,,,city of cape town,,West
30007419,RESIDENTIAL FIRE,RESIDENTIAL FIRE - INFORMAL,11/21/2016 6:36:17 AM,,SELENE DRIVE,LENTEGEUR,,,,,,,,,,,,,,,,,,,
30007420,MOTOR VEHICLE ACCIDENT,MOTOR VEHICLE ACCIDENT (MVA),11/21/2016 7:44:34 AM,,RED HILL ROAD,SIMON'S TOWN,Special Service,,,,,,,,,,,,,,,,,,West
30007421,OTHER FIRE,"OTHER FIRE - RUBBISH, GRASS AND BUSH",11/21/2016 7:54:09 AM,13,BERG STREET,GORDONS BAY,Fire manually extinguished,,15 - 20 Deg,Moderate,Fine,Owner of 15 Berg Street trying to extinguished his wooden fence with 1 x garden hose.,10 - 15 min,,,"2,000",,,0,0,,,Scott-Abdur Investments PTY LTD,Unknown,East
30007422,MOTOR VEHICLE ACCIDENT,MOTOR VEHICLE ACCIDENT (MVA),11/21/2016 8:09:32 AM,,JEFF MASEMOLA ROAD,MXOLISI PHETANI,Special Service,,,,,,,,,,,,,,,,,,East
30007423,MOTOR VEHICLE ACCIDENT,MOTOR VEHICLE ACCIDENT (MVA),11/21/2016 8:09:50 AM,11,BUCK ROAD,EAGLE PARK,Special Service - False Good Intent,,,,,,,,,,,,,,,,,,West
30007424,MOTOR VEHICLE ACCIDENT,MOTOR VEHICLE ACCIDENT (MVA),11/21/2016 8:48:24 AM,,RACE COURSE ROAD,VERGESIG,Special Service,,,,,,,,,,,,,,,,,,North
30007425,OTHER FIRE,"OTHER FIRE - RUBBISH, GRASS AND BUSH",11/21/2016 9:26:56 AM,egoli informal,OTTERY ROAD,OTTERY,,,,,,,,,,,,,,,,,,,
30007426,RESIDENTIAL FIRE,RESIDENTIAL FIRE - INFORMAL,11/21/2016 9:39:39 AM,,SHEFFIELD ROAD,PHILIPPI,,,,,,,,,,,,,,,,,,,
30007427,OTHER FIRE,"OTHER FIRE - RUBBISH, GRASS AND BUSH",11/21/2016 9:39:41 AM,,jakes gerwel,WILDWOOD,Fire manually extinguished,,20 - 25 Deg,Moderate,Fine,,10 - 15 min,,625Kpa 13mm Nozzle,"1,800",,,,,,,asma family trust,,East
30007428,OTHER FIRE,"OTHER FIRE - RUBBISH, GRASS AND BUSH",11/21/2016 11:01:22 AM,,304,WITSAND,Fire manually extinguished,,25 - 30 Deg,Light Breeze,Clear,Nil,25 - 30 min,,625Kpa 25mm Nozzle,"12,000",,,0,0,,,Khamiella Armien Solomon,,North
30007429,OTHER FIRE,"OTHER FIRE - RUBBISH, GRASS AND BUSH",11/21/2016 12:22:59 PM,,DULLES ROAD,THE HAGUE,Fire manually extinguished,,20 - 25 Deg,Moderate,Clear,NONE,,,,,,,,,,,DEPARTMENT OF TRANSPORT AND PUBLIC WORKS,,East
30007430,OTHER FIRE,"OTHER FIRE - RUBBISH, GRASS AND BUSH",11/21/2016 12:33:40 PM,2,DIEN STREET,GRASSY PARK,Fire manually extinguished,,20 - 25 Deg,Light Breeze,Clear,,0 - 5 min,,,400,,,0,0,,,Aneesha Bartman Abdul,,West
30007431,OTHER FIRE,"OTHER FIRE - RUBBISH, GRASS AND BUSH",11/21/2016 12:33:42 PM,,MARINE DRIVE,TABLE VIEW,Fire manually extinguished,,20 - 25 Deg,Light Breeze,Clear,,0 - 5 min,,625Kpa 13mm Nozzle,600,,,0,0,,,the ohl family trust,,North
30007432,MEDICAL EMERGENCY,MEDICAL - OBSTETRIC COMPLAINT,11/21/2016 11:33:45 AM,,HOUT BAY MAIN ROAD,HOUT BAY,,,,,,,,,,,,,,,,,,,
30007433,OTHER FIRE,"OTHER FIRE - RUBBISH, GRASS AND BUSH",11/21/2016 11:34:07 AM,,FORRIDON STREET,BROOKLYN,Fire manually extinguished,,25 - 30 Deg,Light Breeze,Fine,,25 - 30 min,,625Kpa 25mm Nozzle,"3,000",,,0,0,,,City of Cape Town,,West
30007434,OTHER FIRE,"OTHER FIRE - RUBBISH, GRASS AND BUSH",11/21/2016 11:59:51 AM,,BACA AVENUE,NONQUBELA,Fire manually extinguished,,20 - 25 Deg,Moderate,Clear,,,Water Tanker,,0,,,0,0,,,SA SPOORPENDELKOPARASIE BEPERK,,East
30007435,OTHER FIRE,"OTHER FIRE - RUBBISH, GRASS AND BUSH",11/21/2016 1:05:43 PM,SEARLE,KEIZERSGRACHT ROAD,WOODSTOCK,False Alarm - Good Intent,,,,,false alarm with good intent due to fire burning itself out and unable to locate site.,,,,,,,,,,,,,West
30007436,RESIDENTIAL FIRE,RESIDENTIAL FIRE - FORMAL,11/21/2016 1:24:29 PM,28,WATSONIA STREET,KLEINVLEI TOWN,Fire manually extinguished,,25 - 30 Deg,Light Breeze,Clear,"Neighbours extinguished with garden hose.
",,,,,,,"30,000","25,000",,,Kristine Jaars,,East
30007437,OTHER FIRE,"OTHER FIRE - RUBBISH, GRASS AND BUSH",11/21/2016 2:24:57 PM,,KLIPFONTEIN ROAD,BRIDGETOWN,False Alarm - Good Intent,,,,,False alarm with good intend due to fire burned itself out and not able to locate fire.,,,,,,,,,,,,,North
30007438,OTHER FIRE,"OTHER FIRE - RUBBISH, GRASS AND BUSH",11/21/2016 2:38:31 PM,SIR LOWRY'S,N2,STELLENBOSCH FARMS,Fire manually extinguished,,15 - 20 Deg,,Fine,,5 - 10 min,Water Tanker,625Kpa 13mm Nozzle,"4,020",,,0,0,,,Christopher Denny,,
